,chain,character_levdau,check_time,condition,flag_type,gold_candidate_transcription,gold_comparison_transcription,gold_dist,length_accept,reason,stimulus,stimulus_id,subject_id,target_length,upload_time,upstream_pointer,upstream_subject_id,user,user_candidate_transcription,user_comparison_transcription,user_dist,user_short,word_distances
306,0,0.0,1739.0,cafe,,He kicked rocks across the road to a nearby site,he kicked rocks across the road to a near by sight,0.10000000149011612,1.0,,4.0,4,,10.0,0.0,13,e572f6489e034bdbb79bcf5c22d8525f,5d795e0ec6f646cea9d09ac1959a2823,He kicked rocks across the road to a nearby site,he kicked rocks across the road to a near by sight,0.10000000149011612,5d795e0e,0.0
301,0,0.07999999821186066,1001.0,cafe,,He kicked rocks across the road to a nearby site,he kicked rocks across the road to the near by sight,0.1538461595773697,1.0,,4.0,4,,10.0,0.0,14,5d795e0ec6f646cea9d09ac1959a2823,28e4cc60044b4cfa98e0cfb8974e9495,he kicked rocks across the road to the nearby site,he kicked rocks across the road to the near by sight,0.07692307978868484,28e4cc60,1.0
6,0,0.07999999821186066,935.0,cafe,,he kicked rocks across the road to the nearby site,he kicked rox across the roads the near by sat,0.18000000715255737,1.0,,4.0,4,,10.0,0.0,15,28e4cc60044b4cfa98e0cfb8974e9495,1d3dc3af526d4e5a86b558f3bb525d3e,He kicked rocks across the road to a nearby site,he kicked rox across the roads the near by sat,0.2291666716337204,1d3dc3af,1.0
459,0,0.1599999964237213,2132.0,cafe,,He kicked rocks across the road to a nearby site,he kekes rocks across the road in the near about sand,0.3207547068595886,1.0,,4.0,4,,10.0,0.0,17,1d3dc3af526d4e5a86b558f3bb525d3e,bdb6d003f5b0416da8dcc528e298ab79,He kicked rocks across the road in the nearby sand,he kekes rocks across the road in the near about sand,0.16981132328510284,bdb6d003,3.0
290,0,0.13461539149284363,1481.0,cafe,,He kicked rocks across the road in the nearby sand,they kicked rocks across the road in the near by town,0.15094339847564697,1.0,,4.0,4,,10.0,0.0,18,bdb6d003f5b0416da8dcc528e298ab79,886d59597ac14e21998d3ffa6f51bfec,They kicked rocks across the road in the nearby town,they kicked rocks across the road in the near by town,0.03773584961891174,886d5959,2.0
2834,0,0.19230769574642181,851.0,cafe,,They kicked rocks across the road in the nearby town,the six fuss taprouftheroade nearvi found,0.5384615659713745,0.0,,4.0,4,,10.0,0.0,19,886d59597ac14e21998d3ffa6f51bfec,ff5d44de765e4e13b219fe480a34e42a,they kick rocks across the road nearby town,the six fuss taprouftheroade nearvi found,0.4651162922382355,ff5d44de,3.0
0,0,,,,,,,,,,,5,,,,-1,,0,your teeth begin breaking up the food by chewing it,,,,
2190,0,0.09803921729326248,2377.0,cafe,,your teeth begin breaking up the food by chewing it,our teeth began breaking up the third by showing it,0.1568627506494522,1.0,,5.0,5,,10.0,0.0,0,0,99dc0221229d46d5947b08a6a4f66976,Your teeth begin breaking up food by chewing it,our teeth began breaking up the third by showing it,0.23529411852359772,99dc0221,1.0
1469,0,0.1599999964237213,1297.0,cafe,,Your teeth begin breaking up food by chewing it,the teeth began briging up the food by chainya,0.38297873735427856,1.0,,5.0,5,,9.0,0.0,2,99dc0221229d46d5947b08a6a4f66976,dda8b7f3daa94c3c8b503865fc95800b,the teeth begin breaking up the food by chewing it,the teeth began briging up the food by chainya,0.20000000298023224,dda8b7f3,2.0
2559,0,0.03999999910593033,1360.0,cafe,,the teeth begin breaking up the food by chewing it,the thief began breaking up the food by selling it,0.18000000715255737,1.0,,5.0,5,,10.0,0.0,3,dda8b7f3daa94c3c8b503865fc95800b,10a52789b46b4652ba11ed4d2ca0348b,The teeth began breaking up the food by chewing it,the thief began breaking up the food by selling it,0.18000000715255737,10a52789,1.0
2039,0,0.019999999552965164,2799.0,cafe,,The teeth began breaking up the food by chewing it,the teeth began breaking up the food by throwing out,0.11538461595773697,1.0,,5.0,5,,10.0,0.0,4,10a52789b46b4652ba11ed4d2ca0348b,4572ecac46c5450184c01903c5444e2e,the teeth began breaking up the food by chewing it,the teeth began breaking up the food by throwing out,0.09615384787321091,4572ecac,0.0
879,0,0.07999999821186066,787.0,cafe,,the teeth began breaking up the food by chewing it,the teats began tearing up the food but suringo,0.2800000011920929,1.0,,5.0,5,,10.0,0.0,5,4572ecac46c5450184c01903c5444e2e,a563a6c1d4334cd9b8b616dbeefa333e,The teeth began tearing up the food by chewing it,the teats began tearing up the food but suringo,0.2448979616165161,a563a6c1,1.0
1103,0,0.16326530277729034,1931.0,cafe,,The teeth began tearing up the food by chewing it,the date to beg an town of the flood bush tearing it,0.4038461446762085,1.0,,5.0,5,,10.0,0.0,6,a563a6c1d4334cd9b8b616dbeefa333e,94525772014f4a44a2dd99965ddc9a15,The dates began tearing up the food by tearing it,the date to beg an town of the flood bush tearing it,0.3076923191547394,94525772,2.0
1217,0,0.3137255012989044,1017.0,cafe,,The dates began tearing up the food by tearing it,the dates begin tearing up the sheepest tering,0.2857142984867096,1.0,,5.0,5,,10.0,0.0,7,94525772014f4a44a2dd99965ddc9a15,8f285aef5a2a4053ac09ff1d4e7cf864,the dates begin tearing up the sheepish the tearing,the dates begin tearing up the sheepest tering,0.11764705926179886,8f285aef,4.0
1339,0,0.4313725531101227,2203.0,cafe,,the dates begin tearing up the sheepish the tearing,the dads begin with tearing up a singles or,0.5098039507865906,1.0,,5.0,5,,9.0,0.0,8,8f285aef5a2a4053ac09ff1d4e7cf864,3cd248703995492dbd3ad9aeb51ff7ed,The dates begin with tearing up the shingles,the dads begin with tearing up a singles or,0.22727273404598236,3cd24870,4.0
1419,0,0.11363636702299118,1225.0,cafe,,The dates begin with tearing up the shingles,a day begins with tearing up the channels,0.25,1.0,,5.0,5,,8.0,0.0,9,3cd248703995492dbd3ad9aeb51ff7ed,e572f6489e034bdbb79bcf5c22d8525f,A date begins with tearing up the shingles,a day begins with tearing up the channels,0.1666666716337204,e572f648,3.0
347,0,0.13636364042758942,3539.0,cafe,,A date begins with tearing up the shingles,the day begins with oernhaplishingglef,0.4285714328289032,1.0,,5.0,5,,8.0,0.0,10,e572f6489e034bdbb79bcf5c22d8525f,c462fdd2a9ae42df913fe03135ac9fa5,the date begins with pairing up the shingles,the day begins with oernhaplishingglef,0.3636363744735718,c462fdd2,2.0
243,0,0.239130437374115,974.0,cafe,,the date begins with pairing up the shingles,the the begins was or fishing out or single,0.4318181872367859,1.0,,5.0,5,,8.0,0.0,11,c462fdd2a9ae42df913fe03135ac9fa5,5822731a3e0d434480a3c02bdc88517c,the date begins with her pushing up her single,the the begins was or fishing out or single,0.30434781312942505,5822731a,4.0
3221,0,0.15217390656471252,1152.0,cafe,,the date begins with her pushing up her single,it begins with her pushing up her symbol,0.260869562625885,1.0,,5.0,5,,9.0,0.0,12,5822731a3e0d434480a3c02bdc88517c,6b27e8c741c04ba2bbcb3069eff03521,It begins with her pushing up her single,it begins with her pushing up her symbol,0.15000000596046448,6b27e8c7,2.0
3752,0,0.32499998807907104,991.0,cafe,,It begins with her pushing up her single,it begins with her fishing acrogl,0.32499998807907104,1.0,,5.0,5,,8.0,0.0,13,6b27e8c741c04ba2bbcb3069eff03521,b13c20535cd94f46a9cfc902cf591ccc,it begins with her fishing up coo,it begins with her fishing acrogl,0.1818181872367859,b13c2053,3.0
657,0,0.4285714328289032,768.0,cafe,,it begins with her fishing up coo,it begins with fishing for approval,0.4000000059604645,1.0,,5.0,5,,7.0,0.0,14,b13c20535cd94f46a9cfc902cf591ccc,36c586183ada497bb52fdc95ba43d176,It begins with fishing for approval,it begins with fishing for approval,0.02857142873108387,36c58618,3.0
1965,0,0.34285715222358704,710.0,cafe,,It begins with fishing for approval,every gins with fishing with coal,0.4285714328289032,1.0,,5.0,5,,6.0,0.0,15,36c586183ada497bb52fdc95ba43d176,66e8a54882844d2e83d2bd866bce4427,it begins with fishing with cobble,every gins with fishing with coal,0.2647058963775635,66e8a548,2.0
784,0,0.14705882966518402,1279.0,cafe,,it begins with fishing with cobble,it begins was fishing was people,0.29411765933036804,1.0,,5.0,5,,6.0,0.0,16,66e8a54882844d2e83d2bd866bce4427,16b63931e8524667988157473c2530c1,It begins with fishing with people,it begins was fishing was people,0.20588235557079315,16b63931,1.0
4250,0,0.11764705926179886,1093.0,cafe,,It begins with fishing with people,it begins with fishing with p,0.1764705926179886,1.0,,5.0,5,,6.0,0.0,18,16b63931e8524667988157473c2530c1,bef0fc4782374793bcd185f027e5e093,It begins with fishing with Pete,it begins with fishing with p,0.15625,bef0fc47,1.0
4290,0,0.0,1199.0,cafe,,It begins with fishing with Pete,it begins with fishing with peat,0.125,1.0,,5.0,5,,6.0,0.0,19,bef0fc4782374793bcd185f027e5e093,aedc9764b93e45308bf8d19d649a17bd,It begins with fishing with Pete,it begins with fishing with peat,0.125,aedc9764,0.0
1027,0,0.0,2963.0,cafe,,It begins with fishing with Pete,it begins with fishing with peat,0.125,1.0,,5.0,5,,6.0,0.0,20,aedc9764b93e45308bf8d19d649a17bd,2f6a4921b3cd40298d0782542fd35e33,It begins with fishing with Pete,it begins with fishing with peat,0.125,2f6a4921,0.0
4062,0,0.0,1168.0,cafe,,It begins with fishing with Pete,it begins with a cane with eat,0.3125,1.0,,5.0,5,,6.0,0.0,21,2f6a4921b3cd40298d0782542fd35e33,39a4ff5d3773406ca8daf50a2046ec2b,It begins with fishing with Pete,it begins with a cane with eat,0.3125,39a4ff5d,0.0
0,0,,,,,,,,,,,6,,,,-1,,0,the raspberry leaves are not very tasty to a rabbit,,,,
498,0,0.2586206793785095,598.0,cafe,,the raspberry leaves are not very tasty to a rabbit,the rasbery leaves are not very tasty when you have them,0.2857142984867096,1.0,,6.0,6,,10.0,0.0,0,0,74217265ca5f4afda7ee6fdc702bcf4d,The raspberry leaves are not very tasty when you have them,the rasbery leaves are not very tasty when you have them,0.0517241396009922,74217265,4.0
1582,0,0.0,892.0,cafe,,The raspberry leaves are not very tasty when you have them,there as very leaves are not very tasty when you have them,0.12068965286016464,1.0,,6.0,6,,11.0,0.0,2,74217265ca5f4afda7ee6fdc702bcf4d,df620594a8aa4d8f92967d7f5c11c423,The raspberry leaves are not very tasty when you have them,there as very leaves are not very tasty when you have them,0.12068965286016464,df620594,0.0
2284,0,0.017241379246115685,3952.0,cafe,,The raspberry leaves are not very tasty when you have them,the raspberry leaves are not very tasty when you have them,0.017241379246115685,1.0,,6.0,6,,11.0,0.0,3,df620594a8aa4d8f92967d7f5c11c423,8c46ed4b4e8b45bf8340c9c95ba98eb7,the raspberry leaves are not very tasty when you have them,the raspberry leaves are not very tasty when you have them,0.0,8c46ed4b,0.0
3176,0,0.017241379246115685,1518.0,cafe,,the raspberry leaves are not very tasty when you have them,the restbery leaves are not very tasty when you have them,0.0517241396009922,1.0,,6.0,6,,11.0,0.0,5,8c46ed4b4e8b45bf8340c9c95ba98eb7,940183f0fea34d69aa87d13cc402b7fb,The raspberry leaves are not very tasty when you have them,the restbery leaves are not very tasty when you have them,0.06896551698446274,940183f0,0.0
2655,0,0.24137930572032928,1428.0,cafe,,The raspberry leaves are not very tasty when you have them,therassverylis are not very tasty to have ,0.36206895112991333,0.0,,6.0,6,,11.0,0.0,6,940183f0fea34d69aa87d13cc402b7fb,b752d7fad45a4830a9b2d2808e662886,The raspberry leaves were not very tasty to have,therassverylis are not very tasty to have ,0.2708333432674408,b752d7fa,4.0
0,0,,,,,,,,,,,7,,,,-1,,0,a fly buzzed over the oilcloth on the kitchen table,,,,
95,0,0.0555555559694767,2217.0,cafe,,a fly buzzed over the oilcloth on the kitchen table,a fly bus over the oil cloth on the kitchen table,0.09803921729326248,1.0,,7.0,7,,10.0,0.0,0,0,114b28b597e24cefbcf6b4f704598a31,a fly buzzed over the oiled cloth on the kitchen table,a fly bus over the oil cloth on the kitchen table,0.1111111119389534,114b28b5,2.0
3282,0,0.07407407462596893,1071.0,cafe,,a fly buzzed over the oiled cloth on the kitchen table,a slibus over the oil cloth on the kitchen table,0.1666666716337204,1.0,,7.0,7,,11.0,0.0,1,114b28b597e24cefbcf6b4f704598a31,9dfd56d8e51a4abb832447dcc6410214,A fly buzzed over the oil cloth on the kitchen table ,a slibus over the oil cloth on the kitchen table,0.16981132328510284,9dfd56d8,2.0
4165,0,0.09433962404727936,946.0,cafe,,A fly buzzed over the oil cloth on the kitchen table ,a florbozsd over the oil cloth on my kitchen table,0.18867924809455872,1.0,,7.0,7,,12.0,0.0,2,9dfd56d8e51a4abb832447dcc6410214,b80ced7f47da426fb1de48bab918fed0,a fly buzzed over the oil cloth on my kitchen table,a florbozsd over the oil cloth on my kitchen table,0.09803921729326248,b80ced7f,2.0
4108,0,0.4642857015132904,791.0,cafe,,a fly buzzed over the oil cloth on my kitchen table,the old bird went through the clock of it kitchen table,0.4727272689342499,1.0,,7.0,7,,11.0,0.0,3,b80ced7f47da426fb1de48bab918fed0,755665f4c83441e0b2df9eb92691d32f,The old bird went through the clock on the kitchen table,the old bird went through the clock of it kitchen table,0.0892857164144516,755665f4,8.0
611,0,0.1785714328289032,10009.0,cafe,,The old bird went through the clock on the kitchen table,the old bird walk two the clock on the kitchen table,0.1607142835855484,1.0,,7.0,7,,11.0,0.0,4,755665f4c83441e0b2df9eb92691d32f,df565f190d5c43a59eb975f1676d0788,The old bird walked to the clock on the kitchen table,the old bird walk two the clock on the kitchen table,0.07547169923782349,df565f19,2.0
1820,0,0.30188679695129395,1071.0,cafe,,The old bird walked to the clock on the kitchen table,the old bird box to the clock on the kitchen table,0.1320754736661911,1.0,,7.0,7,,11.0,0.0,6,df565f190d5c43a59eb975f1676d0788,b23a9f0736c042b08955a2ca1a434268,The old bird walked to the kitchen clock on the table,the old bird box to the clock on the kitchen table,0.43396225571632385,b23a9f07,2.0
499,0,0.3207547068595886,699.0,cafe,,The old bird walked to the kitchen clock on the table,the old bird walked to the cloud on the kitchen table,0.3396226465702057,1.0,,7.0,7,,11.0,0.0,7,b23a9f0736c042b08955a2ca1a434268,74217265ca5f4afda7ee6fdc702bcf4d,The old bird walked to the cloud on the kitchen table,the old bird walked to the cloud on the kitchen table,0.01886792480945587,74217265,3.0
376,0,0.0,707.0,cafe,,The old bird walked to the cloud on the kitchen table,the old bird right to the cloud on a kitchen table,0.18867924809455872,1.0,,7.0,7,,11.0,0.0,8,74217265ca5f4afda7ee6fdc702bcf4d,fa64cac4a6344f648c1b87c5f3de502b,The old bird walked to the cloud on the kitchen table,the old bird right to the cloud on a kitchen table,0.18867924809455872,fa64cac4,0.0
3443,0,0.2830188572406769,1151.0,cafe,,The old bird walked to the cloud on the kitchen table,the old bird flew in and landed on the kitchen table,0.2830188572406769,1.0,,7.0,7,,11.0,0.0,9,fa64cac4a6344f648c1b87c5f3de502b,e0c2fbea427849669dbd64c56c6e4932,the old bird flew in and landed on the kitchen table,the old bird flew in and landed on the kitchen table,0.0,e0c2fbea,4.0
786,0,0.01923076994717121,919.0,cafe,,the old bird flew in and landed on the kitchen table,the old bird flew in and landed on the kitchen table,0.0,1.0,,7.0,7,,11.0,0.0,10,e0c2fbea427849669dbd64c56c6e4932,16b63931e8524667988157473c2530c1,The old bird flew in and landed on the kitchen table,the old bird flew in and landed on the kitchen table,0.01923076994717121,16b63931,0.0
1029,0,0.0,3469.0,cafe,,The old bird flew in and landed on the kitchen table,the old bird flew in and landed on the kitchen table,0.01923076994717121,1.0,,7.0,7,,11.0,0.0,12,16b63931e8524667988157473c2530c1,2f6a4921b3cd40298d0782542fd35e33,The old bird flew in and landed on the kitchen table,the old bird flew in and landed on the kitchen table,0.01923076994717121,2f6a4921,0.0
0,0,,,,,,,,,,,8,,,,-1,,0,the brain helps all parts of the body work together,,,,
882,0,0.019607843831181526,742.0,cafe,,the brain helps all parts of the body work together,the brain helps all parts of the body worked together,0.03773584961891174,1.0,,8.0,8,,10.0,0.0,0,0,a563a6c1d4334cd9b8b616dbeefa333e,The brain helps all parts of the body work together,the brain helps all parts of the body worked together,0.056603774428367615,a563a6c1,0.0
1105,0,0.4313725531101227,1992.0,cafe,,The brain helps all parts of the body work together,the brain helps the body work all parts together,0.45098039507865906,1.0,,8.0,8,,10.0,0.0,4,a563a6c1d4334cd9b8b616dbeefa333e,94525772014f4a44a2dd99965ddc9a15,The brain helps the body work all parts together,the brain helps the body work all parts together,0.02083333395421505,94525772,5.0
3071,0,0.0,1292.0,cafe,,The brain helps the body work all parts together,the brain helps the body work all parts together,0.02083333395421505,1.0,,8.0,8,,9.0,0.0,6,94525772014f4a44a2dd99965ddc9a15,7f5c9a97880243dc887a5901998e54d5,The brain helps the body work all parts together,the brain helps the body work all parts together,0.02083333395421505,7f5c9a97,0.0
