,chain,character_levdau,check_time,condition,flag_type,gold_candidate_transcription,gold_comparison_transcription,gold_dist,reason,stimulus,stimulus_id,subject_id,target_length,upload_time,upstream_pointer,upstream_subject_id,user,user_candidate_transcription,user_comparison_transcription,user_dist,user_short,word_distances
555,0,0.02857142873108387,2089.0,cafe,,someone said you might know the way,some one said you might know the way,0.02777777798473835,,3.0,3,,7.0,0.0,23,e6760247169048e0b7cadc76964b404e,c2bbae951ae84dc48207b1935389d8de,Someone said you might know the way,some one said you might know the way,0.0555555559694767,c2bbae95,0.0
640,0,0.02857142873108387,505.0,cafe,,Someone said you might know the way,some and said you might know the way,0.1111111119389534,,3.0,3,,7.0,0.0,24,c2bbae951ae84dc48207b1935389d8de,1cefe57bd04e4664a111ec51ceda6dd4,someone said you might know the way,some and said you might know the way,0.0833333358168602,1cefe57b,0.0
963,0,0.02857142873108387,871.0,cafe,,someone said you might know the way,soon said he might know the way,0.17142857611179352,,3.0,3,,7.0,0.0,25,1cefe57bd04e4664a111ec51ceda6dd4,a79de0dbbe7542d0ab5a7d1e95513ca9,Someone said you might know the way,soon said he might know the way,0.20000000298023224,a79de0db,0.0
1611,0,0.20000000298023224,917.0,cafe,,Someone said you might know the way,some one said you might know me,0.22857142984867096,,3.0,3,,7.0,0.0,26,a79de0dbbe7542d0ab5a7d1e95513ca9,94b7b6b62b3d4e01a305f4505f8c4f9e,someone said you might know me,some one said you might know me,0.032258063554763794,94b7b6b6,2.0
84,0,0.3333333432674408,519.0,cafe,,someone said you might know me,some one said he might run,0.36666667461395264,,3.0,3,,6.0,0.0,27,94b7b6b62b3d4e01a305f4505f8c4f9e,7a6228b56e654884ad9f7f619443a89e,someone said he might run,some one said he might run,0.03846153989434242,7a6228b5,3.0
1918,0,0.1538461595773697,620.0,cafe,,someone said he might run,someone said you might run,0.11538461595773697,,3.0,3,,5.0,0.0,28,7a6228b56e654884ad9f7f619443a89e,6af9802ccc1441b5858ac8427da120de,Someone said you might run,someone said you might run,0.03846153989434242,6af9802c,1.0
0,0,,,,,,,,,,4,,,,-1,,0,the chase leads across a field toward a nearby farm,,,,
1093,0,0.1568627506494522,2737.0,cafe,,the chase leads across a field toward a nearby farm,it chaseleys across a field to enuiro by farm,0.3137255012989044,,4.0,4,,10.0,0.0,0,0,3e1624aa7b3841548f1aae1449ee578f,The chase leads across the field to a nearby farm,it chaseleys across a field to enuiro by farm,0.30612245202064514,3e1624aa,2.0
1170,0,0.1599999964237213,474.0,cafe,,The chase leads across the field to a nearby farm,e chase things across the field to a near by farm,0.16326530277729034,,4.0,4,,10.0,0.0,3,3e1624aa7b3841548f1aae1449ee578f,954f8363ece042e4948509057e5b93c9,He chased things across the field to a nearby farm,e chase things across the field to a near by farm,0.05999999865889549,954f8363,3.0
1033,0,0.1568627506494522,833.0,cafe,,He chased things across the field to a nearby farm,the chase things across the field to the near by bar,0.17307692766189575,,4.0,4,,10.0,0.0,4,954f8363ece042e4948509057e5b93c9,1e3e25a9afb84ea2b48a6bb84b0e611d,The chase things across the field to the nearby bar,the chase things across the field to the near by bar,0.03846153989434242,1e3e25a9,4.0
429,0,0.056603774428367615,910.0,cafe,,The chase things across the field to the nearby bar,they chase things across the field to the near by far,0.07547169923782349,,4.0,4,,10.0,0.0,5,1e3e25a9afb84ea2b48a6bb84b0e611d,5bcd571bb9b645bc92fe6a4a7d5cfb35,they chased things across the field to the nearby bar,they chase things across the field to the near by far,0.056603774428367615,5bcd571b,2.0
828,0,0.01886792480945587,541.0,cafe,,they chased things across the field to the nearby bar,they chase things across the field to the near by bar,0.03773584961891174,,4.0,4,,10.0,0.0,6,5bcd571bb9b645bc92fe6a4a7d5cfb35,dc02e8bc38234eed94e4e0cfbe083801,They chased things across the field to the nearby bar,they chase things across the field to the near by bar,0.056603774428367615,dc02e8bc,0.0
1843,0,0.0555555559694767,915.0,cafe,,They chased things across the field to the nearby bar,he chased beings across to field to the near by yard,0.16981132328510284,,4.0,4,,10.0,0.0,7,dc02e8bc38234eed94e4e0cfbe083801,6eb44520ca044c208f9f5b1bc4771ee8,they chased things across the field to the nearby yard,he chased beings across to field to the near by yard,0.12962962687015533,6eb44520,1.0
251,0,0.18518517911434174,691.0,cafe,,they chased things across the field to the nearby yard,he chose pes across the tieldectunear by yard,0.3333333432674408,,4.0,4,,10.0,0.0,8,6eb44520ca044c208f9f5b1bc4771ee8,67497f6ffb7e47d795ea7b655ccdd0ca,he chased bees across the field to a nearby yard,he chose pes across the tieldectunear by yard,0.25,67497f6f,3.0
161,0,0.1875,722.0,cafe,,he chased bees across the field to a nearby yard,he chased hes across the field in into my yard,0.2083333283662796,,4.0,4,,10.0,0.0,9,67497f6ffb7e47d795ea7b655ccdd0ca,79898d5889764da58052ff63b6d18806,he chased bees across the field and into my yard,he chased hes across the field in into my yard,0.0833333358168602,79898d58,3.0
1870,0,0.0,741.0,cafe,,he chased bees across the field and into my yard,he chased ease a cross fildin into my yard,0.25,,4.0,4,,10.0,0.0,10,79898d5889764da58052ff63b6d18806,a54957064ae24c43bf131c3ae4f21ed5,he chased bees across the field and into my yard,he chased ease a cross fildin into my yard,0.25,a5495706,0.0
137,0,0.1875,594.0,cafe,,he chased bees across the field and into my yard,he chased pes across the field to my fort,0.2291666716337204,,4.0,4,,10.0,0.0,11,a54957064ae24c43bf131c3ae4f21ed5,ab43ac6a79884306bdc7de5f4583873d,he chased bees across the field to my fort,he chased pes across the field to my fort,0.0476190485060215,ab43ac6a,3.0
516,0,0.06976744532585144,838.0,cafe,,he chased bees across the field to my fort,i chased bees across the field to the fort,0.1190476194024086,,4.0,4,,9.0,0.0,12,ab43ac6a79884306bdc7de5f4583873d,53edaed0aee2422e96af6c0d3d636962,he chased bees across the field to the fort,i chased bees across the field to the fort,0.04651162773370743,53edaed0,1.0
1757,0,0.06818182021379471,1124.0,cafe,,he chased bees across the field to the fort,the chase pees across the field to the fort,0.06976744532585144,,4.0,4,,9.0,0.0,13,53edaed0aee2422e96af6c0d3d636962,f10793460a41442eaf56f7ded13b9924,They chase bees across the field to the fort,the chase pees across the field to the fort,0.06818182021379471,f1079346,2.0
1339,0,0.34090909361839294,640.0,cafe,,They chase bees across the field to the fort,did she speed across the floor to the foot,0.34090909361839294,,4.0,4,,9.0,0.0,14,f10793460a41442eaf56f7ded13b9924,d2309e9d6bcc43cf9559553f83e0d299,Did she speed across the floor to the foot,did she speed across the floor to the foot,0.02380952425301075,d2309e9d,5.0
1473,0,0.3095238208770752,576.0,cafe,,Did she speed across the floor to the foot,did she take pass the floor to the bed,0.3095238208770752,,4.0,4,,9.0,0.0,16,d2309e9d6bcc43cf9559553f83e0d299,1d1900d9e2494fa899d00cf82c8a9203,did she sneak past the floor to the bed,did she take pass the floor to the bed,0.12820513546466827,1d1900d9,3.0
1682,0,0.0,1754.0,cafe,,did she sneak past the floor to the bed,did she snake pass the floor to the va,0.1538461595773697,,4.0,4,,9.0,0.0,17,1d1900d9e2494fa899d00cf82c8a9203,49faa5f32cca4f248a9024990304d41b,did she sneak past the floor to the bed,did she snake pass the floor to the va,0.1538461595773697,49faa5f3,0.0
694,0,0.0,863.0,cafe,,did she sneak past the floor to the bed,did she sneak passed the floor to the bed,0.0731707289814949,,4.0,4,,9.0,0.0,18,49faa5f32cca4f248a9024990304d41b,f9e0f9db780d4c8d92ad9598dcefdf22,did she sneak past the floor to the bed,did she sneak passed the floor to the bed,0.0731707289814949,f9e0f9db,0.0
466,0,0.0,1246.0,cafe,,did she sneak past the floor to the bed,the hi nick pass the floor to the bed,0.23076923191547394,,4.0,4,,9.0,0.0,19,f9e0f9db780d4c8d92ad9598dcefdf22,e6760247169048e0b7cadc76964b404e,did she sneak past the floor to the bed,the hi nick pass the floor to the bed,0.23076923191547394,e6760247,0.0
556,0,0.28205129504203796,2397.0,cafe,stimulus,did she sneak past the floor to the bed,did she say pass the pillow to the back,0.28205129504203796,Contains speech errors,4.0,4,c2bbae951ae84dc48207b1935389d8de,9.0,0.0,20,e6760247169048e0b7cadc76964b404e,c2bbae951ae84dc48207b1935389d8de,Did she say pass the filler to the back,did she say pass the pillow to the back,0.10256410390138626,c2bbae95,4.0
345,0,0.025641025975346565,552.0,cafe,,Did she say pass the filler to the back,did she say past the file to the bath,0.1538461595773697,,4.0,4,,9.0,0.0,21,c2bbae951ae84dc48207b1935389d8de,f1f031c96dc64732afb95fe3643f804f,Did she say pass the fillet to the back,did she say past the file to the bath,0.1538461595773697,f1f031c9,1.0
1612,0,0.025641025975346565,924.0,cafe,,Did she say pass the fillet to the back,did she say passed the flat to the back,0.1538461595773697,,4.0,4,,9.0,0.0,22,f1f031c96dc64732afb95fe3643f804f,94b7b6b62b3d4e01a305f4505f8c4f9e,did she say pass the fillet to the back,did she say passed the flat to the back,0.12820513546466827,94b7b6b6,0.0
1919,0,0.12820513546466827,574.0,cafe,,did she say pass the fillet to the back,did she say pass the plate to the back,0.10256410390138626,,4.0,4,,9.0,0.0,24,94b7b6b62b3d4e01a305f4505f8c4f9e,6af9802ccc1441b5858ac8427da120de,Did she say pass the plate to the back,did she say pass the plate to the back,0.02631578966975212,6af9802c,1.0
0,0,,,,,,,,,,5,,,,-1,,0,your teeth begin breaking up the food by chewing it,,,,
1524,0,0.0,611.0,cafe,,your teeth begin breaking up the food by chewing it,your teeth began breaking up the food by chewing it,0.019607843831181526,,5.0,5,,10.0,0.0,0,0,8cf6535ea0ae4addb28f5f90a2b13a7d,your teeth begin breaking up the food by chewing it,your teeth began breaking up the food by chewing it,0.019607843831181526,8cf6535e,0.0
958,0,0.1764705926179886,931.0,cafe,,your teeth begin breaking up the food by chewing it,your teeth and a breaking up the food by chewing,0.1568627506494522,,5.0,5,,10.0,0.0,1,8cf6535ea0ae4addb28f5f90a2b13a7d,17aea24c08f1429c8fa43573f4342948,your teeth end up breaking up the food by chewing,your teeth and a breaking up the food by chewing,0.06122449040412903,17aea24c,3.0
1964,0,0.020408162847161293,2717.0,cafe,,your teeth end up breaking up the food by chewing,your teeth and at breaking up the food by chewing,0.06122449040412903,,5.0,5,,10.0,0.0,2,17aea24c08f1429c8fa43573f4342948,edb850d5f65e40b7aca9cf14da4fd06b,Your teeth end up breaking up the food by chewing,your teeth and at breaking up the food by chewing,0.08163265138864517,edb850d5,0.0
721,0,0.020408162847161293,1697.0,cafe,,Your teeth end up breaking up the food by chewing,you the end up breaking up the food by chewing,0.10204081982374191,,5.0,5,,10.0,0.0,3,edb850d5f65e40b7aca9cf14da4fd06b,d14ebf1fffae49d8b76323eb6c393120,your teeth end up breaking up the food by chewing,you the end up breaking up the food by chewing,0.08163265138864517,d14ebf1f,0.0
430,0,0.057692307978868484,1095.0,cafe,,your teeth end up breaking up the food by chewing,our teeth end out breaking up the food by coin it,0.18367347121238708,,5.0,5,,10.0,0.0,4,d14ebf1fffae49d8b76323eb6c393120,5bcd571bb9b645bc92fe6a4a7d5cfb35,your teeth end up breaking up the food by chewing it,our teeth end out breaking up the food by coin it,0.13461539149284363,5bcd571b,1.0
301,0,0.3461538553237915,582.0,cafe,,your teeth end up breaking up the food by chewing it,he the ended out breaking at the food back to you,0.4615384638309479,,5.0,5,,11.0,0.0,5,5bcd571bb9b645bc92fe6a4a7d5cfb35,5f79d04e2f934f27ac5a37fefa1b8f11,her teeth ended up breaking to the food back to you,he the ended out breaking at the food back to you,0.1568627506494522,5f79d04e,6.0
252,0,0.23529411852359772,838.0,cafe,,her teeth ended up breaking to the food back to you,our tehtended of breaking as the food garor ,0.3529411852359772,,5.0,5,,11.0,0.0,6,5f79d04e2f934f27ac5a37fefa1b8f11,67497f6ffb7e47d795ea7b655ccdd0ca,her teeth ended up breaking as the food got hard,our tehtended of breaking as the food garor ,0.2708333432674408,67497f6f,4.0
595,0,0.3958333432674408,1292.0,cafe,,her teeth ended up breaking as the food got hard,here ended up breaking off into her car,0.4166666567325592,,5.0,5,,10.0,0.0,7,67497f6ffb7e47d795ea7b655ccdd0ca,e4d333ad2de54f93b023b7de0a005bb6,her key ended up breaking off into her car,here ended up breaking off into her car,0.0714285746216774,e4d333ad,6.0
162,0,0.1190476194024086,755.0,cafe,,her key ended up breaking off into her car,her key ended up breaking into her car,0.095238097012043,,5.0,5,,9.0,0.0,8,e4d333ad2de54f93b023b7de0a005bb6,79898d5889764da58052ff63b6d18806,her key ended up breaking in to her car,her key ended up breaking into her car,0.025641025975346565,79898d58,2.0
1871,0,0.12820513546466827,759.0,cafe,,her key ended up breaking in to her car,our key end it of breaking into the car,0.25641027092933655,,5.0,5,,9.0,0.0,9,79898d5889764da58052ff63b6d18806,a54957064ae24c43bf131c3ae4f21ed5,our key ended up breaking into the car,our key end it of breaking into the car,0.12820513546466827,a5495706,4.0
1194,0,0.10256410390138626,604.0,cafe,,our key ended up breaking into the car,are ended up breaking into the door,0.21052631735801697,,5.0,5,,8.0,0.0,10,a54957064ae24c43bf131c3ae4f21ed5,e1f5fb8bc21048cb8a50771b80eda39a,Our key ended up breaking into the door,are ended up breaking into the door,0.12820513546466827,e1f5fb8b,1.0
517,0,0.1538461595773697,1217.0,cafe,,Our key ended up breaking into the door,arqe ended up breaking in to the door,0.1538461595773697,,5.0,5,,8.0,0.0,12,e1f5fb8bc21048cb8a50771b80eda39a,53edaed0aee2422e96af6c0d3d636962,Berkie ended up breaking in to the door,arqe ended up breaking in to the door,0.10256410390138626,53edaed0,4.0
1758,0,0.1538461595773697,595.0,cafe,,Berkie ended up breaking in to the door,our key ended up breaking in to the door,0.125,,5.0,5,,8.0,0.0,13,53edaed0aee2422e96af6c0d3d636962,f10793460a41442eaf56f7ded13b9924,Our key ended up breaking into the door,our key ended up breaking in to the door,0.05000000074505806,f1079346,4.0
815,0,0.02500000037252903,937.0,cafe,,Our key ended up breaking into the door,our key ended up breaking into the door,0.025641025975346565,,5.0,5,,8.0,0.0,14,f10793460a41442eaf56f7ded13b9924,0898fb71e8ce4b5f97780312c2679f30,Our key ended up breaking in to the door,our key ended up breaking into the door,0.05000000074505806,0898fb71,2.0
1238,0,0.07500000298023224,772.0,cafe,,Our key ended up breaking in to the door,her key ended up breaking into the door,0.07500000298023224,,5.0,5,,9.0,0.0,15,0898fb71e8ce4b5f97780312c2679f30,c4dd3ef88be647518f2c64ca88bfc62b,Her key ended up breaking into the door,her key ended up breaking into the door,0.025641025975346565,c4dd3ef8,3.0
389,0,0.025641025975346565,605.0,cafe,,Her key ended up breaking into the door,her key ended up breaking into the door,0.025641025975346565,,5.0,5,,8.0,0.0,16,c4dd3ef88be647518f2c64ca88bfc62b,821252d8660547b98b13f0103b19af8a,her key ended up breaking into the door,her key ended up breaking into the door,0.0,821252d8,0.0
1340,0,0.07692307978868484,941.0,cafe,,her key ended up breaking into the door,her key ended up breaking in the door ,0.07692307978868484,,5.0,5,,8.0,0.0,17,821252d8660547b98b13f0103b19af8a,d2309e9d6bcc43cf9559553f83e0d299,Her key ended up breaking in the door,her key ended up breaking in the door ,0.05263157933950424,d2309e9d,1.0
467,0,0.10810811072587967,1198.0,cafe,,Her key ended up breaking in the door,her key ended up breaking and he war,0.18918919563293457,,5.0,5,,8.0,0.0,19,d2309e9d6bcc43cf9559553f83e0d299,e6760247169048e0b7cadc76964b404e,her key ended up breaking in the lock,her key ended up breaking and he war,0.18918919563293457,e6760247,1.0
557,0,0.054054055362939835,2385.0,cafe,,her key ended up breaking in the lock,the key ended up breaking in the lap,0.13513512909412384,,5.0,5,,8.0,0.0,21,e6760247169048e0b7cadc76964b404e,c2bbae951ae84dc48207b1935389d8de,The key ended up breaking in the lock,the key ended up breaking in the lap,0.10810811072587967,c2bbae95,1.0
642,0,0.027027027681469917,463.0,cafe,,The key ended up breaking in the lock,the key and a breaking in lock,0.2702702581882477,,5.0,5,,8.0,0.0,22,c2bbae951ae84dc48207b1935389d8de,1cefe57bd04e4664a111ec51ceda6dd4,the key ended up breaking in the lock,the key and a breaking in lock,0.2432432472705841,1cefe57b,0.0
